A1|1|800000
A1|1|800100
A1|1|800200
A1|1|800300
A1|1|800400
A1|1|800500
A1|1|800600
A1|1|800700
A1|1|800800
A1|1|800900
A1|1|801000
A1|1|801100
A1|1|801200
A1|1|801300
A1|1|801400
A1|1|801500
A1|1|801600
A1|1|801700
A1|1|801800
A1|1|801900
A1|1|802000
A1|1|802100
A1|1|802200
A1|1|802300
A1|1|802400
A1|1|802500
A1|1|802600
A1|1|802700
A1|1|802800
A1|1|802900
A1|1|803000
A1|1|803100
A1|1|803200
A1|1|803300
A1|1|803400
A1|1|803500
A1|1|803600
A1|1|803700
A1|1|803800
A1|1|803900
A1|1|804000
A1|1|804100
A1|1|804200
A1|1|804300
A1|1|804400
A1|1|804500
A1|1|804600
A1|1|804700
A1|1|804800
A1|1|804900
A1|1|805000
A1|1|805100
A1|1|805200
A1|1|805300
A1|1|805400
A1|1|805500
A1|1|805600
A1|1|805700
A1|1|805800
A1|1|805900
A1|1|806000
A1|1|806100
A1|1|806200
A1|1|806300
A1|1|806400
A1|1|806500
A1|1|806600
A1|1|806700
A1|1|806800
A1|1|806900
A1|1|807000
A1|1|807100
A1|1|807200
A1|1|807300
A1|1|807400
A1|1|807500
A1|1|807600
A1|1|807700
A1|1|807800
A1|1|807900
A1|1|808000
A1|1|808100
A1|1|808200
A1|1|808300
A1|1|808400
A1|1|808500
A1|1|808600
A1|1|808700
A1|1|808800
A1|1|808900
A1|1|809000
A1|1|809100
A1|1|809200
A1|1|809300
A1|1|809400
A1|1|809500
A1|1|809600
A1|1|809700
A1|1|809800
A1|1|809900
A1|1|810000
A1|1|810100
A1|1|810200
A1|1|810300
A1|1|810400
A1|1|810500
A1|1|810600
A1|1|810700
A1|1|810800
A1|1|810900
A1|1|811000
A1|1|811100
A1|1|811200
A1|1|811300
A1|1|811400
A1|1|811500
A1|1|811600
A1|1|811700
A1|1|811800
A1|1|811900
A1|1|812000
A1|1|812100
A1|1|812200
A1|1|812300
A1|1|812400
A1|1|812500
A1|1|812600
A1|1|812700
A1|1|812800
A1|1|812900
A1|1|813000
A1|1|813100
A1|1|813200
A1|1|813300
A1|1|813400
A1|1|813500
A1|1|813600
A1|1|813700
A1|1|813800
A1|1|813900
A1|1|814000
A1|1|814100
A1|1|814200
A1|1|814300
A1|1|814400
A1|1|814500
A1|1|814600
A1|1|814700
A1|1|814800
A1|1|814900
A1|1|815000
A1|1|815100
A1|1|815200
A1|1|815300
A1|1|815400
A1|1|815500
A1|1|815600
A1|1|815700
A1|1|815800
A1|1|815900
A1|1|816000
A1|1|816100
A1|1|816200
A1|1|816300
A1|1|816400
A1|1|816500
A1|1|816600
A1|1|816700
A1|1|816800
A1|1|816900
A1|1|817000
A1|1|817100
A1|1|817200
A1|1|817300
A1|1|817400
A1|1|817500
A1|1|817600
A1|1|817700
A1|1|817800
A1|1|817900
A1|1|818000
A1|1|818100
A1|1|818200
A1|1|818300
A1|1|818400
A1|1|818500
A1|1|818600
A1|1|818700
A1|1|818800
A1|1|818900
A1|1|819000
A1|1|819100
A1|1|819200
A1|1|819300
A1|1|819400
A1|1|819500
A1|1|819600
A1|1|819700
A1|1|819800
A1|1|819900
A1|1|820000
A1|1|820100
A1|1|820200
A1|1|820300
A1|1|820400
A1|1|820500
A1|1|820600
A1|1|820700
A1|1|820800
A1|1|820900
A1|1|821000
A1|1|821100
A1|1|821200
A1|1|821300
A1|1|821400
A1|1|821500
A1|1|821600
A1|1|821700
A1|1|821800
A1|1|821900
A1|1|822000
A1|1|822100
A1|1|822200
A1|1|822300
A1|1|822400
A1|1|822500
A1|1|822600
A1|1|822700
A1|1|822800
A1|1|822900
A1|1|823000
A1|1|823100
A1|1|823200
A1|1|823300
A1|1|823400
A1|1|823500
A1|1|823600
A1|1|823700
A1|1|823800
A1|1|823900
A1|1|824000
A1|1|824100
A1|1|824200
A1|1|824300
A1|1|824400
A1|1|824500
A1|1|824600
A1|1|824700
A1|1|824800
A1|1|824900
A1|1|825000
A1|1|825100
A1|1|825200
A1|1|825300
A1|1|825400
A1|1|825500
A1|1|825600
A1|1|825700
A1|1|825800
